miRNA,Target / Target pathway,Support,Source,Experiment(s),Reference - PMID,,
hsa-miR-16-5p,CEP350,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,MEX3C,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SWAP70,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SEC62,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,MOB4,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,IQGAP1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,GALNT7,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,DYRK1A,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SRSF11,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,NONO,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SLC9A6,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,EIF4E,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,MAPRE1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ARPP19,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,BTAF1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,RBM12,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,HLTF,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,WSB1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,GNB1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,GMFB,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SRPK1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,FOXN3,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SCAF11,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,KLHDC10,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,KHDRBS1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SMAD2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CMPK1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,TMEM106B,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,NOTCH2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,DLD,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,PPP1CB,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ADSS,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,USP9X,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,KIF5B,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,RNF111,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SIRT1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,GALNT1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,TMEM47,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,TACC1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CDK19,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SSR1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,UBE2A,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,RBM25,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,KPNA1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CHD9,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CREBL2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,HIPK1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CELF1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,YWHAQ,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CDK17,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,FBXO21,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CCSER2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ATP13A3,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,RSBN1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,AKT3,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SLC4A4,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CCNT2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ROCK2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,TRIM2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CALU,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,LAMC1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ANKRD46,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,DPY19L4,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,PAK2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,RAP1A,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,PLCB1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,RHOQ,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,GOLT1B,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,IVNS1ABP,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,MAP3K7,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CYBRD1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,LARP4,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,HBP1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,UBE2V1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,NAA50,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SMURF2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,PPP6C,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,KANK1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,RAD23B,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,REEP1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SLC5A3,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,MAP2K4,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,TUG1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,WDR47,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,LARP4B,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ERLIN2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,RPS6KA3,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,DMTF1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,PCDH9,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,PTEN,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,PPP3CB,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CCDC6,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,BLCAP,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CCND2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,STK17A,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,TSC22D2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,KAT6A,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,LPP,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,NPEPPS,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ANK2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ANKRD12,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CDH11,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,GALC,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,NRIP1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,GRAMD2B,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,USP15,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SPEN,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,GRB10,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CEP55,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,BPTF,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ARHGAP5,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ARID1A,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,NCKIPSD,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,MED1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,TMEM87A,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,AKAP2,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ARF3,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SEL1L,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,ASPH,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,PLAGL1,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,MAX,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,IARS,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,VEGFA,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,SEL1L3,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,DCTN5,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,CDC23,V,CoMeTa,N/A,N/A,,
hsa-miR-16-5p,AKT3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ATP2B2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,BHLHE41,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CADM1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CCDC6,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CCND2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CLCN3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CREB5,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,DEDD,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,DICER1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,EN2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ETV1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,TMEM255A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FGF9,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,GPATCH8,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,HMGA1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,IHH,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,KCNJ2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,LHFPL4,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MAPRE1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MIPOL1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MMD,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MOB4,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PAPPA,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PRDM4,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RCOR3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RIMS3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SEMA6D,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SLC6A4,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SOBP,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SOX6,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,TEAD1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,EPHA7,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ERC2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ERLIN2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,EXOC5,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FAM120C,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FAM135A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MINDY2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FAT3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FGF7,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FKBP5,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FNDC3A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FNIP2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FOXO1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FRS2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,GALNT1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,GIT1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,GLCE,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,GPR153,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,IQGAP1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,IRF2BP2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,IVNS1ABP,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,KALRN,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,KIF5B,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,KPNA1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RNF38,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RPS6KB1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RYBP,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SCN4B,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SEMA3A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SERBP1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SIAH1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SLC12A2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SLC12A5,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SLC1A2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SLC2A14,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SLC2A3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SLC4A4,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SLC4A8,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SLC5A3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SMARCD2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SNX13,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SPEN,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SPRED1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SRPK1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,STC1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,STXBP3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SYNDIG1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,TMEM47,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,TMEM87A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,TP53INP1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,TSC22D3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ABCF2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ACTR2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ADAM10,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ADSS,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,AFF4,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MAP3K7,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MED1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MED13,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MINK1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,KMT2C,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MOB3B,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MSANTD2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MYB,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NBEA,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NF1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NFE2L1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NPAS3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NRG1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NUFIP2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NUP50,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,TENM2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PAPOLA,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PHF20L1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PI4KB,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PIM1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PLAG1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PLCB1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PLEKHA1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PMP22,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PPP2R5C,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PRRC2C,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PURA,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RAB10,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RAD21,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,USP53,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,VEGFA,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,VTA1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,WDR47,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,XPO4,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ZC3H11A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ZIC5,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ZKSCAN1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ZNF362,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ZNF609,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ZNF644,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,AKAP11,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,AMOT,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ANKRD34A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ARHGAP20,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ASPH,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,B4GALT1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,BACH2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,BPTF,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,BTAF1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,BZW1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,C11orf42,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CALU,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CAPRIN1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CBFB,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CCNT2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CDK12,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CEP350,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CEP55,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CHD9,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CNKSR2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CPEB2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CSPG5,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CTNND2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CXCR5,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,DACT1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,DDX3X,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,DENND1B,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,DIXDC1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,DMRT2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,DTNA,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,DYRK1A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,E2F3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ANK2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,E2F7,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FAM222B,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,GOLT1B,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,HECTD1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,HSPA4L,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,LSM11,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MAFK,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NLGN1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NR3C1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PCDH9,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PELI1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PIK3R1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PLAGL1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PTEN,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RPS6KA3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SLITRK1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ARPP19,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NOL4L,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,HCN1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PAFAH1B1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RSBN1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SPTLC1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,TBL1XR1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,UNC80,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ZNF148,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ANKIB1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ATXN7L3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,DCTN4,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,KMT2A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,MYBL1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PAK1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PURB,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RUNX1T1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SYNCRIP,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,UBR3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,YTHDF2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ARGLU1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,EFNB2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FGF1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FOXP2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,GRIN2A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,KMT2B,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,KMT2D,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NRP2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PDK4,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,SLC44A1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,COPS2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CTDSPL,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,AGO1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PPP3CB,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ARL3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,BCL9,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,DMTF1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,YWHAQ,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CDK5R1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FBXO21,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,LRP6,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,NAA25,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,BAZ2A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,EIF4E,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,FOXJ3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RNF111,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,BCL11A,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RASSF5,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,TET3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CAPZA2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,GALNT7,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ZIC3,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CDK17,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,KLHL18,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,EPB41L1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,AKT3,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,SMURF2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ARHGAP5,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,CHD2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,RIMS1,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ABI2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ELL2,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,QKI,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,OGT,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,PPM1E,V,Cupid,N/A,N/A,,
hsa-miR-16-5p,ASH1L,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,C1orf21,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,CPEB2,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,PLAG1,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,PAPPA,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,PRDM4,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,ARHGAP20,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,IHH,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,LSM11,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,MYB,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,SREK1,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,SLC11A2,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,TENM2,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,CCNT2,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,MOB3B,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,SEL1L3,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,CDK17,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,EDA,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,SEMA6D,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,E2F3,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,EPHA7,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,IPO7,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,SLC2A3,V,DIANA,N/A,N/A,,
hsa-miR-16-5p,DDX3Y,V,DIANA,N/A,N/A,,
